847 9215
618 703 27496
502 455 4972
142 605 13695
530 438 24075
423 82 7717
397 374 24874
448 837 9300
416 565 31910
24 724 22355
701 556 11686
277 82 26221
638 826 4851
763 484 31093
446 370 20521
734 484 17820
509 196 16039
674 606 19089
845 371 11384
423 592 4583
565 70 18621
371 428 16168
145 487 6712
625 732 18729
505 93 18436
661 121 25973
710 100 26020
79 812 5355
439 330 10988
535 459 27878
557 212 21874
542 109 14976
478 724 13453
444 478 1495
753 692 25090
62 418 22879
779 208 14584
683 521 5525
142 52 2504
81 581 5060
143 663 9409
677 476 31378
360 742 28411
21 647 32137
477 844 7116
747 288 23780
700 695 10879
415 621 27968
755 420 15191
206 585 18179
214 669 15
794 301 2965
127 72 19272
311 551 707
27 132 24493
730 609 15587
754 733 27319
80 735 30351
103 446 24654
165 10 16660
840 197 958
797 781 32487
65 48 8129
663 602 9661
462 668 4736
371 779 28
426 6 13280
603 492 26233
573 755 2935
322 497 11337
122 548 6394
587 208 22405
568 770 27906
834 228 14740
784 666 18815
458 663 13981
555 620 18478
151 210 1190
355 616 27372
703 529 32277
299 566 19651
44 663 23399
677 802 15353
578 332 22074
486 594 9362
390 289 27646
481 15 12289
835 636 16618
133 5 10748
221 741 5128
361 657 25521
723 573 23409
401 45 17862
762 722 3095
176 745 22259
570 830 2280
714 27 31191
819 106 10847
221 244 4002
585 516 145
126 87 14176
293 422 20894
60 730 8839
5 416 20602
214 560 18539
417 3 28586
618 682 30447
245 426 13524
113 746 7603
565 394 7092
61 479 16336
112 690 29933
502 376 23284
749 690 14670
604 6 11341
796 485 18930
18 790 14993
334 19 29386
748 826 2102
747 123 17835
612 626 8727
230 10 32229
259 803 1915
693 163 1778
324 629 19014
306 551 25307
339 282 10305
776 225 16532
354 95 28463
514 48 10743
480 18 689
515 371 9871
231 479 3058
107 131 26238
653 141 25503
457 418 14139
556 153 7907
10 318 25714
66 79 16381
376 805 4518
211 12 22156
118 517 10607
695 155 9390
824 847 17768
68 618 30069
468 485 32293
414 324 1649
465 93 29896
118 438 2355
267 96 12309
343 816 8978
330 842 9488
359 600 16558
489 410 1930
719 144 24527
390 723 22829
512 572 28086
261 475 11739
284 815 20744
606 8 21130
368 231 32201
814 804 32734
831 447 22314
3 660 5165
669 377 30237
476 428 2223
118 825 31965
531 457 1041
489 191 16116
9 669 8354
74 800 620
45 732 18118
711 655 18976
533 378 27781
10 408 17012
805 24 12615
148 510 24788
382 446 14618
399 666 23504
267 461 27931
81 330 9389
439 405 28372
364 141 19651
599 460 10926
769 827 4096
587 662 6608
103 666 27494
753 193 32241
236 364 357
105 210 16917
283 475 26452
208 641 16688
429 81 7811
627 562 4111
96 255 16532
27 738 6706
45 229 6685
628 714 31049
362 295 24518
124 248 32150
246 506 10588
636 557 29034
197 78 15249
757 134 19564
741 750 13407
253 727 23410
334 162 14155
394 581 26642
504 699 3584
631 208 14133
254 166 9962
118 203 22609
511 464 16104
142 490 18199
684 385 9258
263 393 24504
736 551 12245
392 285 10761
452 690 8447
512 401 6711
764 137 16169
847 820 9667
339 329 25405
532 559 510
432 815 3510
207 479 7491
407 623 21893
452 385 30359
171 437 3784
819 817 28549
227 605 22898
493 262 8770
169 668 10099
366 71 14979
92 539 1796
284 463 22928
766 666 26911
435 381 15983
423 565 1356
271 276 20802
776 328 13136
729 391 23854
35 683 26713
687 661 18019
752 603 18618
16 131 29208
304 637 16481
496 727 29859
370 726 9092
419 763 32239
751 106 17971
125 364 30454
593 811 5339
87 572 25372
240 178 20700
510 811 28269
20 661 31674
25 375 11824
588 648 151
473 596 2900
409 177 7927
65 840 9881
568 108 19194
244 517 21644
83 421 30353
115 131 9123
343 184 21598
758 631 18729
388 390 28728
149 182 25010
515 73 17039
686 279 14414
28 411 31517
621 807 21438
87 827 29876
14 360 26389
448 107 14658
72 523 3625
686 103 26130
461 47 15250
207 627 3095
231 369 26315
105 204 18115
52 295 15730
331 829 27747
340 442 7131
305 224 5416
463 457 14412
297 761 1510
370 83 29926
462 98 25457
356 444 21862
470 184 6574
104 283 27962
77 449 11682
157 407 4006
7 659 21555
584 347 28397
57 165 12112
450 775 30904
643 565 4533
134 411 27950
214 513 11673
408 150 15232
710 112 11477
776 253 27088
509 198 29033
82 306 1986
433 520 13170
488 242 12820
797 255 28138
629 53 21263
833 461 7622
248 585 24245
690 672 20300
545 248 6898
499 316 25536
161 842 25401
311 447 28086
615 759 5211
526 63 3235
626 334 14454
337 235 24715
711 650 29771
846 612 5343
219 551 28258
302 65 11745
626 823 15808
372 612 17966
204 18 12575
182 726 15290
621 517 3196
433 334 26883
747 9 936
444 540 16334
199 639 9899
746 7 29250
458 440 32332
333 7 19190
202 688 9878
275 365 12574
612 151 6218
678 50 15845
453 767 32620
816 660 15382
683 429 22015
64 96 25261
623 78 26189
392 305 12260
339 415 6736
598 725 19917
84 416 9741
235 234 10923
404 235 14603
519 515 15993
346 688 1834
811 143 9316
121 715 13183
611 123 2600
339 358 2058
280 390 20618
177 171 31577
645 603 24419
810 738 24952
504 376 29956
8 618 22465
262 279 27596
253 82 4960
264 314 25170
797 496 18612
357 179 12653
291 509 14545
726 478 24030
346 340 27446
550 25 31884
292 39 22446
690 420 12445
585 621 8936
222 264 3604
379 469 3021
18 330 12686
720 78 9803
313 810 32207
87 618 19153
408 157 27017
327 131 23042
510 447 9489
194 245 26554
15 282 14277
548 459 4490
109 269 837
245 488 1068
360 538 28374
340 626 20644
767 62 26501
564 224 32002
784 445 29158
468 438 1541
255 791 20605
76 586 7699
79 358 20023
702 485 11067
292 386 7809
842 632 10562
230 301 3289
699 67 30178
599 335 29676
312 110 31947
632 762 14503
476 239 1544
49 475 24507
509 817 25804
251 389 21638
580 228 15836
117 109 11881
379 484 25617
600 205 15841
126 113 11934
483 378 32012
684 615 36
640 807 14175
808 582 18114
736 549 27312
744 795 23700
763 631 6119
23 561 11622
845 359 1010
54 212 12677
629 393 22997
266 35 30453
783 524 17632
485 633 27000
700 555 1661
151 593 7964
702 607 19728
762 477 18344
827 417 25558
127 32 6722
705 233 24246
71 151 23579
68 621 24695
88 429 9882
554 308 18674
361 453 2709
768 647 2791
717 530 12782
696 365 18950
157 304 13341
730 351 8751
638 162 19788
277 846 26899
227 642 6140
208 11 23054
450 825 16051
662 740 28349
759 162 14739
13 536 6119
97 115 8596
380 202 17497
110 335 12182
404 397 1319
510 632 20015
414 339 4902
21 669 13942
127 553 10163
491 457 12107
415 660 20260
118 450 965
493 170 9600
465 450 28868
703 397 24135
479 419 29417
608 775 7795
463 129 21845
64 491 7162
525 289 30468
416 353 14458
544 71 16290
298 626 29911
408 344 32289
712 51 14827
275 829 14984
753 839 5795
194 580 12707
633 690 19996
17 457 3240
683 299 28815
133 725 16363
529 729 20546
480 253 9008
554 30 32685
508 198 6984
764 822 14478
55 471 24556
507 110 9136
533 70 23075
803 575 1925
645 267 5773
529 661 30696
245 273 9322
100 72 19359
161 733 17721
813 8 27772
159 577 23100
112 579 7459
549 665 21586
93 662 7144
182 423 24534
732 346 11330
62 394 27018
161 411 6330
504 65 15037
23 262 15729
2 556 6695
330 11 12168
449 40 27693
370 562 12299
740 816 2194
372 608 22836
829 813 13504
616 592 27430
87 306 14630
775 14 29416
388 607 26636
19 155 29968
272 642 27637
597 783 29781
262 385 7058
547 785 20488
117 244 3187
713 300 1541
794 56 7540
3 115 25913
467 445 9496
1 240 26077
209 151 16854
552 841 31259
39 847 13031
720 252 9506
836 768 8294
638 654 8134
694 330 28646
741 698 6473
352 837 16757
567 321 29510
454 258 11246
175 155 13464
696 78 1632
426 76 11073
504 500 8849
740 800 3185
650 733 25333
383 699 31952
694 817 25497
128 502 17094
137 556 27060
788 483 8099
325 191 17593
766 73 28232
497 126 1726
129 362 26162
20 404 13191
643 216 22502
431 2 3237
718 427 29754
85 829 18019
432 354 16874
811 294 30282
311 213 7861
13 655 10295
485 23 433
117 789 14203
551 243 20635
292 527 16399
289 31 15387
135 700 28093
631 570 29165
256 672 15917
720 689 28231
15 340 17774
394 846 13736
650 344 19416
542 389 28227
113 456 21095
719 840 6011
568 509 1750
563 814 15801
644 799 26317
295 302 28749
573 595 4498
703 737 12212
46 98 22440
817 125 22738
536 162 24374
744 243 12400
445 145 13569
480 748 15677
37 439 2759
534 145 21174
649 464 22787
252 18 23447
176 40 31263
589 482 12952
410 114 3643
158 112 20136
335 510 32265
53 288 17385
102 504 6273
427 740 11537
466 91 23113
202 99 2304
700 759 16169
303 12 20150
620 70 31668
700 682 24326
828 574 22323
252 712 21642
332 65 2180
801 78 130
391 577 21118
745 739 10031
55 359 5125
433 75 23652
387 302 15282
345 753 4525
162 553 31721
577 521 17554
407 241 14514
700 811 8347
798 405 31487
622 480 15403
377 286 27934
193 485 10310
692 193 4746
436 136 10968
387 634 8532
88 239 30755
814 521 11744
259 529 27476
67 631 18858
698 585 26487
581 504 23623
715 514 314
364 401 27113
81 774 10052
748 513 15627
491 331 525
160 439 4364
257 353 1398
209 625 31203
495 698 32141
408 470 26937
687 549 3405
325 10 27525
437 828 28983
618 635 6143
255 381 12557
774 420 17543
569 477 4893
344 147 27346
772 282 26852
212 798 24184
780 275 32744
37 484 3011
289 110 29467
514 512 1343
459 730 6186
488 410 14979
286 810 8576
314 97 23731
846 729 6376
770 132 17818
528 381 24594
469 496 15482
740 513 15206
818 411 16355
584 495 24813
91 558 7718
750 493 26677
453 550 11850
44 504 6520
572 444 31116
42 777 18811
797 807 10697
402 370 31950
167 664 11111
420 330 18561
284 671 12704
589 528 8041
586 10 16942
2 598 17025
71 463 10707
180 734 12308
101 482 19762
95 495 176
674 755 16873
413 256 29202
576 391 2555
729 614 16266
713 352 16354
833 39 9354
297 628 3043
388 426 20829
509 358 27512
568 659 822
297 669 14834
228 723 10264
333 31 5530
173 579 19532
24 536 16124
386 527 21077
515 842 30757
461 117 30635
501 343 18424
813 814 14243
294 632 27109
401 533 2889
534 65 11427
462 473 8216
764 790 8907
706 591 14555
31 472 24149
630 664 21270
183 844 3182
654 276 12486
688 25 14627
833 178 22877
318 508 23239
140 780 22085
189 796 4917
374 293 11857
726 421 26920
454 338 16603
798 64 9832
69 51 27788
491 609 6014
42 316 14075
441 652 12327
675 9 16807
726 337 9159
774 342 3574
144 615 25477
575 843 13636
723 200 15317
660 799 6948
653 320 2463
225 687 3935
551 241 17220
745 397 8790
225 291 27696
309 491 27093
503 5 2489
280 398 28026
327 178 26229
302 633 14644
12 186 27996
609 14 31119
359 837 14403
4 786 22725
579 329 9623
476 590 25803
510 758 30566
442 81 26071
37 616 12815
175 21 2571
597 591 15163
264 187 30285
52 195 10723
768 425 30074
368 681 24208
251 268 30314
589 802 26403
103 721 7812
486 115 29626
304 305 14811
478 643 19091
691 136 4861
460 398 18168
205 667 3077
684 182 5024
617 91 32653
281 565 2823
67 89 19344
359 517 2210
413 838 16735
302 114 3078
1 640 23859
799 708 27476
450 664 27913
220 413 1163
799 548 449
663 284 30096
515 186 30397
93 762 28933
721 521 23412
67 658 23118
514 716 26544
349 530 32084
223 188 11896
463 185 1758
328 265 19658
279 533 13763
454 262 29169
301 670 7229
249 453 26676
631 296 8129
473 356 20865
550 633 4890
432 589 25762
360 667 23705
407 74 8337
776 581 19607
731 742 21346
209 519 21366
234 345 2811
517 67 31372
425 135 4599
394 317 8395
150 242 1355
802 636 18177
586 750 8062
795 391 251
168 316 7323
452 212 14334
233 534 9766
153 196 8262
57 355 6320
622 603 26262
220 394 15599
422 382 31735
409 582 19542
231 719 21813
390 608 23974
29 809 16587
810 157 12280
24 397 28969
771 270 19231
155 4 21156
35 840 8834
588 254 2927
448 614 25525
13 472 26990
264 269 27771
689 234 21695
551 630 7167
241 170 28496
403 481 24925
324 358 10458
377 792 7635
99 711 3094
499 519 15159
273 5 13585
295 621 18304
160 682 2525
505 816 3206
395 653 17944
184 19 1863
49 623 32513
168 808 25679
302 316 18701
541 424 20249
64 663 26947
31 616 128
50 847 19395
722 587 7319
844 300 9790
112 170 10888
88 688 2132
36 688 20806
650 9 29964
640 271 6708
60 51 18405
10 708 22290
90 520 27955
246 637 31436
317 846 10427
146 741 19717
299 599 5845
273 319 13450
779 116 19868
9 821 30730
731 659 7140
166 342 17063
491 174 3464
396 22 6144
497 341 7836
210 2 160
645 185 26629
588 481 810
135 182 4674
184 698 2123
181 701 29527
239 683 27887
204 607 30691
230 533 908
389 502 8338
197 721 27554
429 67 21607
843 646 4798
284 537 23946
224 159 29859
343 167 27045
780 820 22634
389 483 10234
369 184 26294
198 483 28330
735 96 6472
702 89 32242
821 75 16034
835 523 21317
595 163 11382
130 393 22405
736 311 21005
747 44 23254
93 626 14327
42 533 5555
196 617 11414
314 624 6743
526 287 30061
64 332 4756
334 338 27444
534 238 9642
572 834 31514
703 179 16070
443 116 12750
614 244 30757
18 309 17684
112 510 30744
659 655 5914
75 73 25691
824 144 31432
409 665 1398
227 746 8890
608 352 5932
666 552 11441
534 644 25623
761 495 14740
336 487 31246
27 498 1624
353 775 20965
99 420 5233
473 20 157
142 627 12430
570 696 16684
505 795 7384
55 838 11617
112 464 24552
429 709 8583
211 438 19500
326 756 23006
604 104 19324
201 305 10758
831 17 26884
575 335 3553
602 620 2009
55 337 4259
642 220 16074
247 267 29192
231 345 587
256 102 23270
180 236 11159
615 232 10643
31 241 6224
159 701 13271
687 504 8268
279 805 8041
80 658 1876
141 810 29476
192 136 28404
666 215 4717
295 605 12468
349 299 16787
386 493 857
537 62 27907
60 543 28146
575 407 1705
316 75 25060
447 798 13276
225 660 28980
297 228 2970
386 301 2233
829 608 6153
422 544 28163
355 793 32628
214 472 3859
169 650 30782
191 322 1600
68 767 18567
327 365 7900
275 566 23910
371 774 14185
33 122 20246
606 508 9360
725 559 15976
267 572 17422
602 264 11588
656 699 20818
303 547 5943
499 539 21901
676 84 28728
472 785 19279
547 63 7967
161 649 21013
419 281 22162
839 402 10323
549 187 10830
739 658 8921
651 242 14354
846 212 3752
24 769 673
66 312 26258
326 764 646
522 229 6198
513 519 17328
198 801 19515
140 162 30708
527 719 21464
191 105 1563
318 455 4616
63 618 6664
808 763 251
212 15 26133
341 47 25767
135 834 28352
226 581 24957
258 133 12594
375 330 6842
603 542 2645
740 375 15812
451 124 18285
831 243 2195
748 11 2667
171 812 30493
253 340 31612
368 106 26673
633 839 28284
473 784 17494
599 353 32343
271 568 4474
247 228 31105
591 437 29853
653 24 8710
17 35 32442
642 213 2275
19 559 21659
596 714 32682
820 612 22876
332 594 3232
574 120 4556
45 396 19662
644 779 2791
280 659 3264
501 833 14369
193 232 27631
23 650 3643
723 340 26618
655 436 9688
189 702 1096
580 655 32012
432 373 14242
558 582 4505
582 551 11490
341 412 5534
762 339 1238
25 832 32469
119 103 30428
448 395 13505
772 269 15080
439 684 15451
551 718 25334
806 512 15
236 827 782
317 636 18747
512 558 3684
623 696 15461
280 312 30023
196 783 15327
692 192 8912
29 678 3231
332 199 19088
478 282 1894
629 799 21936
252 507 5271
406 154 31815
805 309 15171
657 765 714
813 844 15454
262 79 31966
9 663 6422
181 270 11780
635 499 4028
435 743 30148
805 148 7370
594 505 30831
541 589 30182
540 665 13968
652 376 21231
759 15 21654
360 220 15742
160 444 16751
426 526 6489
571 480 1539
496 746 14543
380 753 8399
569 141 9721
117 621 14355
51 446 26185
313 449 29260
225 175 28666
667 379 14330
203 229 24890
700 427 21210
774 86 22303
630 506 7705
298 588 5838
149 198 6196
226 88 9563
384 728 29310
378 67 31561
393 809 900
522 764 18098
439 143 6332
511 230 15234
401 816 22866
343 756 21326
106 774 3820
229 645 9891
802 535 2737
336 428 18405
572 69 19459
546 231 19486
56 40 23464
827 833 2121
596 417 18774
443 420 2546
229 263 13022
454 2 2128
259 603 874
338 494 1823
677 730 32393
668 22 14053
475 46 32256
841 307 22118
621 301 23192
562 78 1903
439 576 5984
190 843 15686
674 119 25631
198 271 13665
421 21 14053
759 576 23346
267 62 26114
662 531 7714
121 637 8905
76 571 11542
461 530 19173
219 438 19742
205 652 2353
664 726 10509
625 773 82
314 302 5676
832 700 2171
181 2 28251
101 148 14123
519 701 23075
23 346 17095
557 447 17840
176 96 11602
77 764 20919
685 751 18627
33 443 28063
535 341 27799
202 497 31384
639 708 26554
731 269 28508
177 167 10978
732 37 717
195 290 9951
353 334 30645
98 811 14240
428 110 20045
787 389 32725
535 772 28755
142 353 8818
477 98 29406
89 554 7811
211 538 21809
770 276 1811
761 131 17970
585 751 13334
756 516 604
513 142 10890
601 239 23103
13 561 10582
88 310 30187
542 89 21905
831 705 990
825 287 15405
41 55 16961
400 307 6212
276 456 18342
569 112 21620
389 782 11394
769 299 25357
274 130 18698
344 379 7168
282 18 13139
31 11 8398
418 345 6065
102 215 9708
523 389 31189
484 551 15952
483 74 30485
63 392 12584
433 446 21218
68 706 19179
748 205 31839
688 301 21057
1 664 26761
663 55 7798
832 774 7809
450 139 4210
402 820 15304
441 639 12401
300 449 5268
841 442 16876
85 807 30856
490 168 3185
414 41 7794
780 728 13153
565 762 23005
551 584 4043
398 519 5015
263 454 26326
546 28 6782
594 433 23683
232 307 21556
453 27 30121
621 152 11650
49 824 11638
72 830 30869
109 514 25056
606 96 15197
580 296 30662
104 630 23220
835 700 25268
788 36 7961
142 311 1414
500 456 22045
582 463 30813
388 305 24536
81 586 30118
846 498 23043
681 629 21279
266 497 25225
434 560 19744
625 375 10659
491 460 22932
159 17 20457
558 300 1379
104 448 26329
507 297 23099
283 177 27325
12 781 17407
471 462 17152
181 331 13377
179 704 21069
96 130 10129
448 774 29198
492 297 910
526 384 27939
99 644 22001
559 497 15342
443 414 7187
454 590 30724
274 664 14234
325 20 18464
381 227 24658
112 255 29999
460 532 3161
286 845 32655
456 370 16173
255 337 30676
419 821 17721
551 343 8370
559 529 25843
361 430 2007
833 274 20398
135 331 25061
334 647 27559
246 525 6598
805 640 15871
69 376 15881
402 683 5779
79 477 22295
176 332 30968
778 135 18265
433 434 25869
768 290 12965
285 394 26320
624 690 7311
287 552 2183
341 754 1389
148 261 13144
142 122 23607
283 169 2524
298 190 12164
377 399 9573
446 772 12881
518 315 10713
500 769 31068
324 620 11646
15 178 23598
214 114 18698
344 773 12599
556 166 6601
185 236 16003
461 843 25287
250 717 16618
18 96 6963
715 390 27090
112 365 26493
128 85 14295
732 584 2014
599 766 10490
315 339 576
446 196 1316
792 53 1743
324 790 30235
82 519 5521
303 540 24128
184 727 4311
374 167 29103
818 362 31596
599 255 3479
430 631 29378
41 188 14309
250 207 21653
56 373 9620
826 762 15550
691 647 12353
823 178 29475
579 93 21463
515 309 19213
646 777 13169
299 229 11340
448 553 20664
824 705 21485
697 102 9073
270 498 7538
9 41 9979
393 511 9927
431 71 20961
211 528 12398
335 777 20436
498 351 2199
839 702 20645
133 142 27420
640 420 24349
233 554 22939
541 368 2238
741 784 22054
114 386 15317
8 502 28735
19 427 13159
612 26 1813
331 699 8411
647 335 21831
567 146 4467
128 287 6548
339 115 25068
206 296 19773
715 266 31973
648 400 9222
228 508 12506
649 77 23325
432 436 12497
692 576 29515
523 350 24334
471 795 10302
87 236 25457
493 639 6606
429 217 22336
387 469 32131
675 78 3723
131 3 7634
765 430 19317
238 562 14786
6 378 513
364 328 21245
633 606 21304
841 171 29044
524 752 7353
439 757 11045
215 810 30235
840 396 9118
639 783 18351
404 580 2649
133 255 24176
551 124 12287
753 263 3927
614 611 27186
279 652 12356
566 325 31355
247 562 30520
492 287 22619
681 342 16540
709 568 26566
684 630 25541
801 667 7262
161 608 10483
460 361 8019
555 84 13950
508 496 4273
799 322 29427
229 250 15998
132 31 30791
284 378 31488
580 618 22642
742 70 26872
404 42 11783
125 437 28604
59 805 21422
506 741 25203
363 517 13188
547 143 3300
570 557 31692
138 427 7567
104 285 14462
493 137 6161
793 545 27022
795 336 27651
417 304 15370
721 178 19399
816 188 8276
277 37 15374
144 510 8751
366 192 24570
503 205 14165
150 47 3872
326 683 16326
365 136 6623
494 329 16158
353 629 5572
721 572 30862
580 719 28404
282 290 8010
411 829 7377
548 686 19342
297 557 1874
588 675 26755
235 408 14288
810 836 27055
531 474 11057
385 234 22200
242 84 21679
355 800 12953
281 571 26555
459 102 32671
201 224 9383
693 571 13261
844 85 30485
164 662 26989
68 676 1642
640 375 1539
57 391 14251
615 36 1492
275 819 23953
805 302 9413
530 623 16059
142 776 19773
433 650 836
709 425 7244
562 806 21028
645 299 30279
369 739 15402
16 84 10649
745 363 21871
241 65 1407
363 325 24466
697 600 10455
657 203 30238
68 821 12640
141 227 7139
175 516 28144
191 334 9012
460 712 22157
799 414 1088
97 225 25454
825 352 7172
175 229 14265
201 631 17997
422 402 3
295 791 28827
680 766 10595
784 748 18923
221 570 23739
189 679 6100
353 726 4463
223 268 31465
294 485 19228
371 186 9254
767 215 441
92 262 15906
813 359 28657
447 697 23100
149 438 29134
834 272 4412
105 761 4614
465 165 17446
18 364 28307
488 404 21805
193 751 19804
398 686 6661
446 480 8214
547 437 11
154 33 25257
488 385 12280
508 168 16820
610 505 16920
765 40 24338
91 490 5445
708 614 26731
392 275 27149
217 637 6187
742 590 20683
307 253 13185
112 480 5286
482 516 14383
441 584 26279
334 392 17237
565 451 29549
168 39 22139
296 299 4900
689 162 4740
141 688 14026
272 165 22608
245 368 26344
324 828 3391
376 110 26443
662 742 5577
65 634 12380
32 210 747
569 224 14895
54 561 32538
666 405 24156
309 450 19961
79 636 11577
398 752 15882
534 237 18463
173 313 19975
660 419 30131
108 35 4019
65 66 1640
839 657 4152
482 215 3776
77 252 21111
63 475 18925
816 127 16848
107 628 29414
360 489 1093
115 282 23303
821 335 18707
426 324 19674
657 729 11533
271 337 11931
1 725 8286
318 773 11150
317 134 29056
667 121 15432
483 141 20358
829 22 1400
467 255 18956
355 88 465
411 546 8048
406 19 5924
763 396 6679
559 425 24524
547 175 19303
523 619 1021
176 612 11518
760 844 17661
704 203 2020
841 439 23327
440 437 24818
585 447 16031
799 540 17531
846 224 3427
529 551 17660
172 777 5332
659 506 8648
441 303 8201
514 697 9518
260 67 2198
533 224 1736
149 171 4770
162 798 2544
28 366 19733
398 371 31119
33 534 5359
168 242 22985
52 36 1847
391 704 24975
714 169 1981
206 314 23468
749 239 22660
125 779 10600
374 647 17571
512 617 997
514 320 14671
411 336 2299
617 691 9242
110 576 13636
622 533 12405
501 481 26061
626 422 16991
809 597 8712
257 43 32314
276 322 24284
499 355 22270
168 696 4574
222 800 4927
45 34 22555
395 85 20162
764 310 13820
423 814 403
442 348 7722
179 537 22238
616 388 2942
692 42 27897
360 481 7769
554 311 17755
440 643 26628
613 442 1658
114 429 28383
632 684 2756
376 5 3211
55 524 24366
796 332 9047
318 128 6416
187 319 23180
499 476 7750
737 284 10619
213 731 27599
729 353 1874
37 708 26205
824 288 10787
112 800 9730
231 783 23212
482 563 15086
453 715 14329
541 449 27492
808 501 30451
544 18 9112
273 770 8505
246 825 5771
633 8 18024
479 24 21521
808 259 5638
348 2 6943
601 136 10689
692 770 20476
806 720 13039
394 625 22055
170 390 28554
647 129 23570
232 259 2600
762 836 31494
467 742 9621
440 214 30657
499 12 8219
667 679 184
621 640 25508
529 781 3330
301 352 12080
668 407 2894
57 670 31577
246 438 29307
643 41 16091
229 446 3495
306 729 14685
789 129 7125
660 306 23015
66 835 8048
519 2 9166
334 652 5214
681 112 28673
76 264 17246
568 143 25070
437 558 8161
422 575 11911
766 46 6569
792 60 14601
47 34 7620
243 664 23697
163 751 15051
800 434 19111
219 750 2660
406 244 1600
538 441 13945
171 546 32754
767 393 15021
267 741 838
790 822 29410
469 821 20073
517 180 11772
240 490 9398
244 814 26662
830 201 16838
335 211 4664
521 564 5645
406 149 29721
14 196 30508
119 267 22062
635 762 15743
520 297 16952
167 654 30100
296 742 26157
237 208 10118
738 23 1003
672 171 3961
352 441 28386
158 55 18856
744 383 29949
504 27 14786
362 352 17013
591 203 10376
241 665 26712
821 409 1007
823 24 15331
355 653 11567
836 748 22789
153 2 7559
451 338 15518
566 412 13723
327 809 15202
608 384 5312
626 581 8290
546 655 11400
479 49 2724
666 150 14959
329 320 17241
48 136 13438
651 817 20112
23 361 22323
51 215 30322
713 28 12827
271 257 5493
428 752 7644
207 129 32254
497 104 16801
461 24 7788
392 286 1825
670 89 30348
787 694 25538
827 502 12243
203 400 642
629 101 15365
36 30 28074
593 221 22022
161 171 10362
302 724 12042
712 765 2125
423 391 1632
417 599 23017
626 631 29836
455 265 19186
460 330 25201
350 503 30912
663 298 2989
565 546 15616
14 137 6016
758 74 9709
341 704 21974
815 505 19207
734 31 5700
738 291 12425
625 351 27929
661 726 31505
177 531 7901
843 794 8767
283 133 25800
198 694 27690
472 840 23832
654 847 5375
559 263 20566
549 160 27949
29 197 4323
645 247 15843
389 517 11372
187 724 14032
261 343 32526
230 272 22881
359 301 1615
429 280 28985
51 478 4059
361 368 2604
739 774 942
843 310 10082
517 123 3610
190 281 21499
844 233 16065
621 407 12954
650 87 14182
304 430 22683
823 537 3554
234 754 27453
206 753 9654
327 279 15367
494 350 10471
308 82 21538
389 118 31518
833 767 30298
381 521 29507
744 603 11768
192 235 10005
468 513 5322
54 668 29033
272 375 9439
145 463 26379
839 156 15081
345 79 30595
792 166 29766
644 691 20010
314 753 24601
731 687 32083
471 586 7427
131 293 24683
310 668 1360
500 616 17256
619 392 2488
821 285 3293
682 717 24333
847 556 13701
617 355 15716
301 677 32378
347 328 5482
567 350 16671
13 439 27744
768 705 2722
582 13 4974
343 56 23406
322 520 16146
301 264 31155
458 20 30506
259 123 11749
382 687 977
95 419 1978
664 537 21547
122 430 21333
768 797 13458
21 463 23270
237 605 11682
39 583 1160
655 216 1032
823 381 18592
549 624 8572
89 453 12138
226 561 6996
492 254 3400
228 507 28758
288 818 15154
690 824 29904
126 743 31250
763 846 16855
119 711 27483
788 792 13102
355 566 26897
151 480 21630
235 179 25845
304 386 4545
753 513 8410
227 90 23768
503 822 22876
95 347 16196
394 765 29535
544 30 15209
99 826 21034
116 695 8957
566 128 32509
194 283 12386
523 94 3172
666 645 20251
200 501 28360
369 28 9122
435 313 12514
138 81 7499
550 179 17946
604 136 15600
415 505 5631
704 542 20891
588 812 857
810 674 18549
732 666 30337
178 749 24467
20 371 9735
389 132 9087
767 57 18890
646 572 11665
521 187 25616
404 606 11636
206 364 10560
28 202 29285
54 789 6735
629 315 30996
697 307 28409
721 6 2349
114 804 17505
34 285 14834
408 52 31147
685 179 22385
612 785 1965
585 488 10804
420 683 16850
647 676 8578
445 240 7603
369 86 25738
339 487 11297
831 446 26895
141 489 10644
576 478 28267
261 382 17710
563 100 12808
253 234 17634
657 336 28311
203 142 21081
311 627 18870
831 168 20393
802 641 19400
824 32 25597
550 806 27675
288 187 20413
649 765 12218
750 232 21721
199 443 25479
324 447 27461
826 417 10846
192 458 25280
335 425 32379
42 248 19079
539 270 29017
557 184 19583
547 471 30657
28 174 27893
759 834 30659
279 463 8463
758 783 11467
611 673 15736
660 585 23069
118 802 11259
547 89 15948
565 382 9946
825 317 5656
296 16 16854
211 353 28404
571 770 17626
737 13 24600
274 19 3941
343 758 5821
753 438 22539
542 297 22653
146 218 25493
475 590 18418
735 106 15746
777 757 2281
339 461 4838
321 56 31078
284 735 26647
353 604 4861
510 301 14365
197 674 111
472 627 24094
106 96 24977
377 232 2117
757 736 11231
246 384 12494
65 529 8272
636 104 1342
545 238 32576
836 808 3313
217 262 2449
317 236 6021
14 93 2638
588 193 20684
608 81 9847
308 644 6981
406 596 6329
794 354 21329
112 706 23882
33 103 11422
640 311 13851
228 198 18563
299 356 27160
201 414 16181
619 153 16951
656 119 28456
652 515 7559
138 847 19708
133 636 4468
133 147 29621
256 208 32253
450 541 10306
697 295 21913
791 405 13429
292 241 9970
14 813 15612
677 407 19145
211 694 21244
